age,job_n,marital_n,education_n,default_n,housing_n,loan_n,contact_n,month_n,day_of_week_n,campaign,pdays,previous,poutcome_n,cons.price.idx,cons.conf.idx
48,0,0,1,0,0,0,0,1,1,1,999,0,0,94.465,-41.8
34,2,0,6,0,1,0,1,0,4,3,999,0,0,92.893,-46.2
46,1,0,1,0,1,0,1,5,0,3,999,0,0,93.2,-42.0
30,4,0,4,0,0,0,1,3,1,1,999,0,0,93.444,-36.1
47,8,0,3,0,1,0,1,2,2,6,999,0,0,93.918,-42.7
31,2,1,6,1,0,1,1,3,3,1,999,0,0,93.444,-36.1
36,2,0,1,1,1,0,1,3,3,3,999,0,0,93.444,-36.1
43,2,0,6,0,1,0,1,1,2,2,3,1,2,92.963,-40.8
20,11,1,3,0,1,0,1,2,3,3,6,3,2,94.215,-40.3
29,1,2,1,0,0,1,0,0,0,11,999,0,0,93.994,-36.4
65,5,0,0,0,0,0,1,4,4,2,7,3,2,94.601,-49.5
36,1,0,1,0,1,0,1,5,0,2,999,0,0,93.2,-42.0
27,11,1,6,0,1,0,0,0,2,6,999,0,0,93.994,-36.4
51,4,0,6,1,1,1,1,2,2,1,999,0,0,93.918,-42.7
34,2,1,6,0,0,0,1,5,4,6,999,1,1,93.2,-42.0
50,0,2,0,1,1,1,0,1,1,27,999,0,0,94.465,-41.8
42,4,0,6,0,0,0,0,5,3,2,999,0,0,93.2,-42.0
47,2,2,6,1,0,0,1,5,0,2,999,0,0,93.2,-42.0
30,1,1,1,0,0,0,0,0,3,2,999,0,0,93.994,-36.4
41,10,1,1,0,0,0,1,2,3,1,999,0,0,93.918,-42.7
46,2,1,6,0,1,0,0,2,4,3,999,0,0,93.918,-42.7
54,2,0,0,1,2,2,0,0,4,1,999,0,0,93.994,-36.4
34,4,1,6,0,0,0,1,0,1,4,999,0,0,92.893,-46.2
34,6,0,6,0,0,0,0,4,2,2,999,0,0,92.431,-26.9
30,4,1,4,0,0,0,1,2,1,1,999,0,0,93.918,-42.7
25,1,1,5,0,1,0,1,2,1,5,999,0,0,93.918,-42.7
23,3,1,1,0,1,0,1,0,0,1,999,1,1,92.893,-46.2
35,10,0,6,0,1,0,1,0,2,4,999,1,1,92.893,-46.2
32,4,1,1,0,1,0,1,2,2,1,999,0,0,93.918,-42.7
25,1,1,1,0,1,0,1,2,4,3,999,0,0,93.918,-42.7
51,8,0,0,1,0,1,0,0,2,7,999,0,0,93.994,-36.4
43,2,1,1,0,1,0,1,2,4,1,999,0,0,93.918,-42.7
31,4,1,6,1,1,0,1,3,2,1,999,0,0,93.444,-36.1
39,10,0,6,1,1,0,1,8,0,1,999,0,0,93.075,-47.1
63,5,0,1,0,0,0,1,4,2,1,999,0,0,92.431,-26.9
48,2,0,1,1,1,1,1,2,3,1,999,0,0,93.918,-42.7
58,6,0,6,0,0,0,1,3,0,2,999,0,0,93.444,-36.1
36,4,0,4,1,0,0,1,4,3,1,999,0,0,92.431,-26.9
39,4,2,1,0,1,0,0,0,4,11,999,0,0,92.893,-46.2
44,6,0,3,1,0,0,0,0,2,2,999,0,0,93.994,-36.4
30,3,1,3,0,1,0,1,0,2,2,999,1,1,92.893,-46.2
40,7,0,4,0,0,1,0,9,4,1,999,0,0,92.379,-29.8
22,11,1,1,0,0,1,1,2,4,2,999,0,0,93.918,-42.7
33,3,1,2,0,1,0,1,0,4,2,999,0,0,92.893,-46.2
33,4,0,4,0,0,0,1,3,1,1,999,0,0,93.444,-36.1
47,3,0,3,0,0,0,1,1,1,1,999,0,0,94.055,-39.8
35,4,0,4,0,1,0,1,2,1,8,999,0,0,93.918,-42.7
50,1,1,1,0,0,0,0,1,0,3,999,0,0,94.465,-41.8
58,8,0,6,0,1,0,1,3,4,3,999,0,0,93.444,-36.1
48,4,0,5,1,0,0,1,5,0,1,999,0,0,93.2,-42.0
36,3,2,3,1,1,0,0,0,1,2,999,0,0,92.893,-46.2
41,10,0,0,0,0,0,0,0,2,1,999,0,0,93.994,-36.4
49,4,0,4,0,1,0,1,2,4,1,999,0,0,93.918,-42.7
48,1,0,0,1,1,0,1,3,1,3,999,0,0,93.444,-36.1
30,8,0,4,0,1,0,1,5,3,2,999,0,0,93.2,-42.0
34,3,0,5,0,0,0,1,0,2,6,999,0,0,92.893,-46.2
51,2,0,6,0,1,0,1,5,2,1,999,0,0,93.2,-42.0
56,3,0,0,0,1,0,1,2,3,1,999,0,0,93.918,-42.7
50,2,0,1,1,1,0,1,2,0,2,999,0,0,93.918,-42.7
44,1,1,1,0,0,0,1,5,2,4,999,0,0,93.2,-42.0
48,1,2,1,0,1,1,1,8,0,1,999,0,0,93.075,-47.1
42,2,2,1,0,1,0,1,0,3,1,999,1,1,92.893,-46.2
41,3,0,2,0,1,0,1,0,4,1,999,0,0,92.893,-46.2
59,2,0,5,1,1,0,1,2,4,2,999,0,0,93.918,-42.7
38,3,0,0,0,0,0,0,0,4,1,999,0,0,93.994,-36.4
43,4,0,5,0,1,0,0,0,1,2,999,0,0,93.994,-36.4
25,1,1,5,0,1,1,0,0,3,3,999,0,0,93.994,-36.4
33,4,1,6,0,0,0,1,8,3,1,999,0,0,93.075,-47.1
43,2,0,6,0,0,0,1,2,1,1,999,0,0,93.918,-42.7
34,3,0,3,0,0,0,0,1,1,1,999,0,0,94.055,-39.8
44,3,0,3,0,0,0,0,2,0,3,999,0,0,93.918,-42.7
28,2,1,6,0,1,0,0,1,2,5,999,0,0,94.465,-41.8
50,5,2,0,1,1,0,1,2,3,1,999,0,0,93.918,-42.7
35,4,1,6,0,1,0,1,3,0,1,999,0,0,93.444,-36.1
40,3,0,3,0,0,1,0,1,1,2,999,0,0,94.465,-41.8
43,2,2,6,0,1,0,1,8,4,3,999,0,0,93.075,-47.1
27,2,0,4,0,0,0,1,0,3,1,999,0,0,92.893,-46.2
45,1,0,3,0,1,1,0,0,3,1,999,0,0,93.994,-36.4
38,8,0,3,0,1,0,0,0,4,5,999,0,0,93.994,-36.4
57,3,0,5,0,0,0,1,2,1,4,999,0,0,93.918,-42.7
34,2,1,1,0,0,0,0,0,3,1,999,0,0,93.994,-36.4
44,4,0,4,0,0,0,1,0,0,3,999,0,0,92.893,-46.2
21,11,1,1,1,0,0,1,0,4,3,999,0,0,92.893,-46.2
49,2,2,1,0,0,0,1,0,0,3,999,1,1,92.893,-46.2
41,4,1,1,0,1,0,1,3,2,3,999,0,0,93.444,-36.1
33,4,0,4,0,1,0,0,0,2,1,999,0,0,93.994,-36.4
35,4,2,4,0,0,0,1,0,1,1,999,1,1,92.893,-46.2
43,3,0,1,0,0,0,1,8,4,1,999,1,1,93.075,-47.1
76,5,0,0,0,0,0,1,3,2,2,999,0,0,92.201,-31.4
32,1,0,4,1,1,0,1,3,3,7,999,0,0,93.444,-36.1
54,4,0,6,1,0,0,1,0,4,5,999,0,0,92.893,-46.2
33,2,1,6,0,1,0,1,3,2,13,999,0,0,93.444,-36.1
59,5,0,0,0,0,1,0,2,3,3,999,0,0,93.918,-42.7
37,4,0,4,0,0,1,0,0,3,1,999,0,0,93.994,-36.4
42,10,0,6,0,0,0,0,0,0,1,999,0,0,93.994,-36.4
28,11,1,6,1,1,0,0,0,0,1,999,0,0,93.994,-36.4
24,1,1,3,0,1,1,1,0,4,4,999,1,1,92.893,-46.2
34,0,0,6,0,0,0,1,2,1,1,999,0,0,93.918,-42.7
37,1,2,1,1,1,1,1,8,0,1,999,1,1,93.075,-47.1
33,4,0,6,1,1,0,0,1,1,1,999,0,0,94.465,-41.8
33,2,0,6,0,0,0,1,5,3,3,999,0,0,93.2,-42.0
44,6,0,6,0,1,0,1,3,0,2,999,0,0,93.444,-36.1
50,6,0,6,0,1,0,1,4,3,2,4,1,2,92.431,-26.9
44,3,0,5,1,1,0,1,2,1,4,999,0,0,93.918,-42.7
52,2,0,1,0,0,0,1,3,2,6,999,0,0,93.444,-36.1
42,2,2,6,0,0,0,0,0,1,1,999,0,0,93.994,-36.4
48,3,0,3,1,1,0,1,2,3,1,999,0,0,93.918,-42.7
33,7,0,3,0,0,0,0,1,2,1,999,0,0,94.465,-41.8
36,2,2,6,0,1,0,1,2,2,1,999,0,0,93.918,-42.7
37,7,0,4,0,0,0,0,0,4,8,999,0,0,93.994,-36.4
26,4,1,4,0,1,0,1,9,4,1,3,3,2,94.199,-37.5
51,4,2,4,0,0,0,1,2,4,1,999,0,0,93.918,-42.7
49,3,0,5,0,0,0,0,0,0,1,999,0,0,93.994,-36.4
37,4,1,6,0,1,0,0,0,1,1,999,0,0,93.994,-36.4
45,2,0,1,0,0,1,0,0,4,1,999,0,0,93.994,-36.4
48,2,0,3,0,0,0,1,0,4,3,999,0,0,92.893,-46.2
42,8,0,1,1,1,0,1,5,3,3,999,0,0,93.2,-42.0
42,9,1,6,1,1,0,1,2,0,3,999,0,0,93.918,-42.7
49,1,0,1,1,1,0,0,0,2,2,999,0,0,93.994,-36.4
36,2,0,6,0,0,0,0,0,1,1,999,0,0,93.994,-36.4
44,1,0,1,0,0,0,1,0,4,1,999,1,1,92.893,-46.2
39,4,0,1,0,1,0,1,2,3,4,999,0,0,93.918,-42.7
56,8,0,3,0,1,0,1,3,3,5,999,0,0,93.444,-36.1
36,4,1,4,0,0,0,1,0,2,1,999,0,0,92.893,-46.2
36,1,0,1,1,0,0,0,0,0,1,999,0,0,93.994,-36.4
52,0,0,0,1,0,0,1,3,0,2,999,0,0,93.444,-36.1
64,6,2,6,0,0,1,1,6,3,1,999,1,1,92.713,-33.0
38,2,0,6,0,0,1,0,1,1,2,999,0,0,94.465,-41.8
38,4,0,4,0,1,1,0,0,4,4,999,0,0,93.994,-36.4
58,0,0,0,0,1,0,1,2,2,3,999,0,0,93.918,-42.7
42,4,1,6,0,0,1,1,0,0,5,999,0,0,92.893,-46.2
54,0,2,6,0,1,1,1,5,3,1,999,0,0,93.2,-42.0
44,2,1,1,0,1,0,0,0,3,4,999,0,0,93.994,-36.4
58,5,0,0,0,1,0,1,3,4,3,999,0,0,93.444,-36.1
38,1,1,3,0,1,0,1,2,0,4,999,0,0,93.918,-42.7
32,2,1,6,0,0,0,0,0,4,8,999,0,0,93.994,-36.4
32,8,1,6,0,1,0,1,1,0,1,999,0,0,92.963,-40.8
38,7,0,0,1,0,0,0,1,3,1,999,0,0,94.465,-41.8
59,3,0,3,1,0,0,1,3,4,1,999,0,0,93.444,-36.1
32,2,1,6,0,0,0,1,2,3,6,999,0,0,93.918,-42.7
56,4,2,4,0,1,0,0,2,4,4,999,0,0,93.918,-42.7
32,10,0,6,0,2,2,1,0,4,1,999,0,0,92.893,-46.2
32,2,1,6,0,0,0,1,3,2,5,999,0,0,93.444,-36.1
45,1,0,2,0,0,0,1,0,1,1,999,0,0,92.893,-46.2
41,4,0,4,0,1,1,1,3,4,1,999,0,0,93.444,-36.1
37,1,1,1,0,0,0,0,0,2,1,999,0,0,93.994,-36.4
50,3,0,0,1,0,0,0,1,3,1,999,0,0,94.465,-41.8
50,1,0,4,1,0,1,0,0,1,3,999,0,0,93.994,-36.4
68,5,2,1,0,1,1,1,4,0,1,3,1,2,94.601,-49.5
33,4,0,4,1,1,0,1,3,0,3,999,0,0,93.444,-36.1
31,4,0,6,0,0,0,0,5,0,4,999,0,0,92.649,-30.1
40,6,0,6,0,0,0,1,5,4,5,999,1,1,93.2,-42.0
45,4,2,4,1,2,2,1,3,2,3,999,0,0,93.444,-36.1
51,2,0,6,0,0,0,1,2,3,4,999,1,1,94.215,-40.3
31,4,0,4,0,0,0,1,3,4,2,999,0,0,93.444,-36.1
58,8,0,6,0,0,0,1,5,0,2,999,1,1,93.2,-42.0
45,6,0,6,0,1,0,1,8,4,1,999,0,0,93.075,-47.1
35,4,0,4,0,0,1,0,0,3,2,999,0,0,93.994,-36.4
49,3,0,0,0,0,0,0,1,1,5,999,0,0,94.465,-41.8
41,3,0,3,1,1,0,0,1,3,1,999,0,0,94.465,-41.8
48,3,0,0,1,0,0,1,0,2,1,999,1,1,92.893,-46.2
43,4,0,3,1,1,0,0,1,3,1,999,0,0,94.465,-41.8
47,3,0,3,1,1,0,0,1,1,1,999,0,0,94.465,-41.8
38,4,1,1,0,1,0,1,7,4,2,999,0,0,93.369,-34.8
38,6,0,1,1,0,0,0,0,3,2,999,0,0,93.994,-36.4
53,4,0,4,0,1,1,1,7,0,1,999,1,1,93.369,-34.8
45,2,0,1,0,1,0,0,0,2,3,999,0,0,93.994,-36.4
33,2,1,1,0,0,0,0,1,2,2,999,0,0,94.465,-41.8
52,2,0,6,0,1,0,1,3,1,1,999,0,0,93.444,-36.1
52,5,0,6,0,0,0,1,5,4,1,999,0,0,93.2,-42.0
31,0,0,3,0,1,0,1,2,2,1,999,0,0,93.918,-42.7
50,10,0,6,1,1,0,1,5,0,2,999,0,0,93.2,-42.0
25,2,1,1,0,0,0,1,2,2,2,999,0,0,93.918,-42.7
44,3,0,3,1,1,0,0,0,0,4,999,0,0,93.994,-36.4
45,4,2,4,0,1,0,0,0,3,6,999,0,0,93.994,-36.4
43,2,1,1,0,0,0,0,1,3,1,999,0,0,94.465,-41.8
58,6,2,6,0,0,0,1,5,2,1,5,1,2,93.2,-42.0
39,6,0,6,1,1,0,1,2,0,3,999,0,0,93.918,-42.7
52,0,0,0,0,0,0,1,2,2,1,999,0,0,93.918,-42.7
35,4,0,4,0,1,0,0,0,4,1,999,0,0,93.994,-36.4
30,4,0,6,0,0,1,1,5,3,1,999,1,1,93.2,-42.0
44,3,0,3,0,1,0,1,5,1,1,999,0,0,93.2,-42.0
40,1,0,2,1,0,1,0,1,1,3,999,0,0,94.465,-41.8
39,4,1,4,0,0,0,1,0,2,3,999,0,0,92.893,-46.2
30,4,0,4,0,1,0,0,2,3,2,999,0,0,93.918,-42.7
40,8,0,1,1,1,0,0,2,0,2,999,0,0,93.918,-42.7
29,6,0,3,0,1,0,1,5,2,2,999,0,0,93.2,-42.0
31,4,1,6,0,1,1,1,3,2,2,999,0,0,93.444,-36.1
25,2,1,6,0,0,1,1,3,3,1,999,0,0,92.201,-31.4
45,3,0,5,1,1,0,1,0,1,1,999,0,0,92.893,-46.2
41,3,0,2,0,1,0,1,0,2,2,999,1,1,92.893,-46.2
45,4,2,6,1,0,0,1,3,0,3,999,0,0,93.444,-36.1
35,2,2,6,0,0,1,0,0,1,3,999,0,0,93.994,-36.4
50,4,2,4,0,0,0,1,2,4,2,999,0,0,93.918,-42.7
34,4,2,3,0,1,0,1,8,4,1,999,0,0,93.075,-47.1
48,3,0,0,1,1,0,1,3,3,1,999,0,0,93.444,-36.1
60,2,0,5,0,1,0,1,4,2,1,999,1,1,92.431,-26.9
34,2,0,2,0,1,0,1,8,0,1,999,0,0,93.075,-47.1
45,1,0,3,0,0,1,0,0,0,1,999,0,0,93.994,-36.4
25,0,0,3,0,1,0,0,0,4,2,999,0,0,93.994,-36.4
32,4,1,6,0,1,0,1,5,2,1,999,0,0,93.2,-42.0
53,2,1,2,0,1,0,0,0,1,1,999,0,0,93.994,-36.4
33,10,0,3,1,1,1,0,5,0,1,999,0,0,93.2,-42.0
38,3,1,3,1,1,0,0,0,4,1,999,0,0,93.994,-36.4
54,0,2,0,0,2,2,1,2,1,2,999,0,0,93.918,-42.7
38,1,1,1,0,0,0,1,9,4,2,999,0,0,94.199,-37.5
28,3,0,2,0,0,0,0,2,1,1,999,0,0,93.918,-42.7
23,3,1,3,0,0,0,1,2,1,1,999,0,0,93.918,-42.7
38,3,1,1,0,0,0,1,3,1,2,999,0,0,93.444,-36.1
43,6,0,0,0,1,0,0,1,0,2,999,0,0,94.465,-41.8
77,5,2,0,0,1,0,1,5,0,2,999,1,1,92.649,-30.1
60,2,2,1,1,1,0,1,0,4,1,999,1,1,92.893,-46.2
33,2,0,6,0,1,0,0,0,2,1,999,0,0,93.994,-36.4
31,3,0,3,1,1,1,1,0,2,2,999,1,1,92.893,-46.2
66,5,1,0,0,1,0,1,5,1,3,999,0,0,92.649,-30.1
51,1,0,3,0,0,0,1,5,1,1,999,1,1,93.2,-42.0
45,2,1,1,0,1,0,1,0,1,3,999,0,0,92.893,-46.2
38,4,0,4,0,1,0,1,7,4,3,999,0,0,92.843,-50.0
31,4,0,6,0,0,0,1,3,4,3,999,0,0,93.444,-36.1
45,2,0,6,0,0,0,1,0,1,2,999,0,0,92.893,-46.2
30,8,0,3,0,0,0,0,0,1,3,999,0,0,93.994,-36.4
26,7,1,1,0,1,0,1,4,4,3,14,1,2,94.601,-49.5
37,2,2,6,0,1,0,0,1,0,3,999,0,0,94.465,-41.8
36,2,2,1,0,1,0,1,5,2,1,999,0,0,93.2,-42.0
28,3,0,2,1,1,0,0,1,0,5,999,0,0,94.465,-41.8
49,1,0,1,0,1,0,0,0,4,2,999,0,0,93.994,-36.4
48,2,0,1,0,1,0,0,5,1,1,999,0,0,93.2,-42.0
33,8,2,6,0,0,0,1,0,3,1,999,0,0,92.893,-46.2
36,10,1,6,0,0,0,1,5,2,2,999,0,0,93.2,-42.0
37,4,0,6,0,1,0,1,3,2,3,999,0,0,93.444,-36.1
53,2,1,6,0,0,1,1,8,3,2,999,0,0,93.075,-47.1
42,10,0,6,1,0,0,1,8,4,4,999,0,0,93.075,-47.1
31,0,0,6,0,1,1,1,3,3,4,999,0,0,93.444,-36.1
30,4,0,4,0,0,0,0,3,2,7,999,0,0,93.444,-36.1
38,6,0,5,0,0,0,0,0,0,1,999,0,0,93.994,-36.4
37,2,1,6,0,0,0,1,0,4,2,999,1,1,92.893,-46.2
34,3,0,3,0,0,1,0,0,0,3,999,0,0,93.994,-36.4
36,4,0,4,0,0,1,0,0,1,1,999,0,0,93.994,-36.4
50,10,2,6,0,1,0,1,2,3,1,6,3,2,94.215,-40.3
58,8,2,4,0,1,0,0,1,3,1,999,0,0,94.465,-41.8
46,4,0,4,0,1,0,0,0,1,1,999,1,1,92.893,-46.2
42,2,0,6,0,0,0,0,0,3,1,999,0,0,93.994,-36.4
37,4,0,4,0,0,0,0,0,1,16,999,0,0,93.994,-36.4
26,3,1,3,0,0,0,0,0,4,4,999,0,0,93.994,-36.4
25,1,2,1,0,0,0,0,0,3,4,999,0,0,93.994,-36.4
29,10,0,6,0,0,0,1,5,3,5,999,0,0,93.2,-42.0
25,8,1,6,0,1,0,1,9,0,1,999,0,0,92.379,-29.8
35,3,0,5,0,0,0,0,1,3,1,999,0,0,94.465,-41.8
59,5,0,3,0,1,0,1,3,0,4,999,0,0,93.444,-36.1
41,3,1,0,1,1,0,1,0,2,1,999,1,1,92.893,-46.2
33,2,0,6,0,1,0,1,0,4,2,999,0,0,92.893,-46.2
29,4,1,1,0,0,0,1,3,0,9,999,0,0,93.444,-36.1
34,1,0,1,0,1,0,1,0,0,1,999,0,0,92.893,-46.2
48,2,2,1,1,1,1,1,0,0,1,999,0,0,92.893,-46.2
38,1,0,1,0,0,0,1,8,1,2,999,0,0,93.075,-47.1
44,1,0,1,0,1,1,1,0,0,1,999,1,1,92.893,-46.2
39,2,1,4,0,1,0,1,0,0,1,999,1,1,92.893,-46.2
39,6,2,6,0,1,0,1,2,1,1,999,0,0,93.918,-42.7
46,7,2,4,1,1,0,1,2,0,8,999,0,0,93.918,-42.7
36,6,2,6,0,1,0,1,2,1,1,999,0,0,93.918,-42.7
44,2,0,6,0,0,0,1,8,3,1,999,0,0,93.075,-47.1
54,4,0,5,0,1,0,1,5,3,1,999,1,1,94.767,-50.8
29,2,1,1,0,1,0,1,2,1,3,6,1,2,94.215,-40.3
31,2,0,6,0,1,0,0,3,1,4,999,0,0,93.444,-36.1
33,4,0,6,0,0,0,0,5,2,2,999,0,0,93.2,-42.0
53,5,2,0,0,0,0,0,0,3,1,999,0,0,93.994,-36.4
61,5,0,1,0,1,0,1,8,1,4,999,0,0,93.749,-34.6
33,3,1,3,1,1,1,1,0,0,3,999,1,1,92.893,-46.2
38,4,1,4,0,0,1,1,5,1,1,999,0,0,93.2,-42.0
45,4,1,4,0,0,0,0,1,0,1,999,0,0,94.465,-41.8
45,4,0,6,0,1,0,0,0,4,3,999,0,0,93.994,-36.4
28,1,0,1,0,0,0,0,1,1,6,999,0,0,94.465,-41.8
30,2,0,6,0,0,0,1,3,3,1,999,0,0,93.444,-36.1
31,2,1,6,0,0,0,1,3,0,1,999,0,0,93.444,-36.1
77,5,0,6,0,0,1,1,4,0,1,999,0,0,92.431,-26.9
37,0,0,1,0,0,1,0,1,4,1,999,0,0,94.465,-41.8
80,5,0,0,0,0,0,1,3,2,4,999,0,0,92.201,-31.4
36,3,0,3,1,0,0,1,2,3,1,999,0,0,93.918,-42.7
53,3,0,3,0,1,0,1,3,1,2,999,0,0,93.444,-36.1
32,4,1,6,0,1,0,1,3,0,1,999,0,0,93.444,-36.1
44,3,1,0,0,1,0,0,0,3,1,999,0,0,93.994,-36.4
44,1,0,1,1,1,1,1,3,4,1,999,0,0,93.444,-36.1
31,8,1,1,0,1,0,1,2,1,2,999,0,0,93.918,-42.7
39,3,0,3,1,1,0,1,0,0,2,999,0,0,92.893,-46.2
34,4,0,4,1,1,0,1,3,3,1,999,0,0,93.444,-36.1
33,3,0,3,0,0,0,1,0,4,1,999,1,1,92.893,-46.2
58,5,0,0,1,0,0,0,0,1,1,999,0,0,93.994,-36.4
51,0,0,5,0,1,1,1,3,4,1,999,0,0,92.201,-31.4
32,3,0,2,1,1,0,1,0,1,1,999,0,0,92.893,-46.2
58,6,0,0,0,0,0,1,5,2,2,999,0,0,92.649,-30.1
41,3,0,5,0,1,0,1,5,4,4,999,0,0,93.2,-42.0
64,5,0,6,0,0,0,1,7,1,2,6,1,2,93.369,-34.8
37,6,1,6,0,1,0,0,0,4,1,999,0,0,93.994,-36.4
39,3,0,3,1,0,0,1,0,4,2,999,0,0,92.893,-46.2
27,2,1,1,1,2,2,0,0,0,4,999,0,0,93.994,-36.4
37,2,0,6,0,1,0,1,9,2,1,999,1,1,94.199,-37.5
44,2,1,6,0,1,0,1,5,3,4,999,0,0,93.2,-42.0
51,10,2,6,1,0,1,0,0,0,2,999,0,0,93.994,-36.4
53,4,0,4,1,1,0,0,0,3,2,999,0,0,93.994,-36.4
30,4,0,6,0,0,0,0,0,4,2,999,0,0,93.994,-36.4
30,1,0,3,0,1,0,0,0,2,2,999,0,0,93.994,-36.4
28,2,1,1,0,0,0,1,8,0,5,999,0,0,93.075,-47.1
56,5,0,0,0,0,0,1,3,3,1,999,0,0,93.444,-36.1
30,2,1,1,0,0,0,0,0,0,1,999,0,0,93.994,-36.4
51,3,0,3,1,0,0,0,1,2,1,999,0,0,94.465,-41.8
38,10,0,5,1,0,0,1,0,1,1,999,0,0,92.893,-46.2
53,6,0,6,0,0,0,1,5,4,2,999,0,0,93.2,-42.0
35,2,1,6,0,0,0,1,2,4,2,999,0,0,93.918,-42.7
24,11,1,1,0,0,0,1,0,2,1,7,2,2,93.876,-40.0
25,3,0,0,0,1,1,1,2,3,2,999,0,0,93.918,-42.7
37,1,2,1,1,1,0,1,8,0,3,999,0,0,93.075,-47.1
35,2,1,6,0,1,0,1,0,4,1,12,1,2,92.893,-46.2
42,3,0,0,1,1,0,0,0,0,5,999,0,0,93.994,-36.4
36,6,0,6,0,2,2,1,9,2,1,6,4,1,94.199,-37.5
30,6,0,6,0,0,0,1,0,2,1,999,0,0,92.893,-46.2
25,11,1,1,0,1,0,1,4,4,1,3,1,2,94.601,-49.5
46,2,0,1,0,1,0,1,3,1,3,999,0,0,93.444,-36.1
54,6,2,6,0,1,0,0,0,1,3,999,0,0,93.994,-36.4
31,2,1,6,0,1,0,1,3,0,1,999,0,0,93.444,-36.1
37,2,0,3,0,1,0,0,1,3,3,999,0,0,94.465,-41.8
41,2,1,6,0,1,0,0,0,2,1,999,0,0,93.994,-36.4
49,3,0,1,1,1,0,1,5,0,1,999,0,0,93.2,-42.0
52,4,0,2,1,0,0,1,0,3,1,12,1,2,92.893,-46.2
37,10,0,6,0,2,2,0,1,3,7,999,0,0,94.465,-41.8
37,2,0,6,1,0,0,1,3,3,1,999,0,0,93.444,-36.1
34,1,0,1,0,0,0,0,0,4,5,999,0,0,93.994,-36.4
42,2,0,5,0,0,0,0,0,4,1,999,0,0,93.994,-36.4
38,2,0,6,0,1,0,1,3,0,1,999,0,0,93.444,-36.1
27,2,1,1,0,1,0,1,2,3,1,999,0,0,93.918,-42.7
