age,job_n,marital_n,education_n,default_n,housing_n,loan_n,contact_n,month_n,day_of_week_n,campaign,pdays,previous,poutcome_n,cons.price.idx,cons.conf.idx
41.0,10,1,1,0,0,0,1,2,3,1.0,999.0,0.0,0,93.918,-42.7
46.0,2,1,6,0,1,0,0,2,4,3.0,999.0,0.0,0,93.918,-42.7
54.0,2,0,0,1,2,2,0,0,4,1.0,999.0,0.0,0,93.994,-36.4
34.0,4,1,6,0,0,0,1,0,1,4.0,999.0,0.0,0,92.893,-46.2
34.0,6,0,6,0,0,0,0,4,2,2.0,999.0,0.0,0,92.431,-26.95
30.0,4,1,4,0,0,0,1,2,1,1.0,999.0,0.0,0,93.918,-42.7
25.0,1,1,5,0,1,0,1,2,1,5.0,999.0,0.0,0,93.918,-42.7
23.0,3,1,1,0,1,0,1,0,0,1.0,999.0,0.0,1,92.893,-46.2
35.0,10,0,6,0,1,0,1,0,2,4.0,999.0,0.0,1,92.893,-46.2
32.0,4,1,1,0,1,0,1,2,2,1.0,999.0,0.0,0,93.918,-42.7
25.0,1,1,1,0,1,0,1,2,4,3.0,999.0,0.0,0,93.918,-42.7
51.0,8,0,0,1,0,1,0,0,2,6.0,999.0,0.0,0,93.994,-36.4
43.0,2,1,1,0,1,0,1,2,4,1.0,999.0,0.0,0,93.918,-42.7
31.0,4,1,6,1,1,0,1,3,2,1.0,999.0,0.0,0,93.444,-36.1
39.0,10,0,6,1,1,0,1,8,0,1.0,999.0,0.0,0,93.075,-47.1
63.0,5,0,1,0,0,0,1,4,2,1.0,999.0,0.0,0,92.431,-26.95
48.0,2,0,1,1,1,1,1,2,3,1.0,999.0,0.0,0,93.918,-42.7
58.0,6,0,6,0,0,0,1,3,0,2.0,999.0,0.0,0,93.444,-36.1
36.0,4,0,4,1,0,0,1,4,3,1.0,999.0,0.0,0,92.431,-26.95
39.0,4,2,1,0,1,0,0,0,4,6.0,999.0,0.0,0,92.893,-46.2
44.0,6,0,3,1,0,0,0,0,2,2.0,999.0,0.0,0,93.994,-36.4
30.0,3,1,3,0,1,0,1,0,2,2.0,999.0,0.0,1,92.893,-46.2
40.0,7,0,4,0,0,1,0,9,4,1.0,999.0,0.0,0,92.379,-29.8
22.0,11,1,1,0,0,1,1,2,4,2.0,999.0,0.0,0,93.918,-42.7
33.0,3,1,2,0,1,0,1,0,4,2.0,999.0,0.0,0,92.893,-46.2
33.0,4,0,4,0,0,0,1,3,1,1.0,999.0,0.0,0,93.444,-36.1
47.0,3,0,3,0,0,0,1,1,1,1.0,999.0,0.0,0,94.055,-39.8
35.0,4,0,4,0,1,0,1,2,1,6.0,999.0,0.0,0,93.918,-42.7
50.0,1,1,1,0,0,0,0,1,0,3.0,999.0,0.0,0,94.465,-41.8
58.0,8,0,6,0,1,0,1,3,4,3.0,999.0,0.0,0,93.444,-36.1
48.0,4,0,5,1,0,0,1,5,0,1.0,999.0,0.0,0,93.2,-42.0
36.0,3,2,3,1,1,0,0,0,1,2.0,999.0,0.0,0,92.893,-46.2
41.0,10,0,0,0,0,0,0,0,2,1.0,999.0,0.0,0,93.994,-36.4
49.0,4,0,4,0,1,0,1,2,4,1.0,999.0,0.0,0,93.918,-42.7
48.0,1,0,0,1,1,0,1,3,1,3.0,999.0,0.0,0,93.444,-36.1
30.0,8,0,4,0,1,0,1,5,3,2.0,999.0,0.0,0,93.2,-42.0
34.0,3,0,5,0,0,0,1,0,2,6.0,999.0,0.0,0,92.893,-46.2
51.0,2,0,6,0,1,0,1,5,2,1.0,999.0,0.0,0,93.2,-42.0
56.0,3,0,0,0,1,0,1,2,3,1.0,999.0,0.0,0,93.918,-42.7
50.0,2,0,1,1,1,0,1,2,0,2.0,999.0,0.0,0,93.918,-42.7
44.0,1,1,1,0,0,0,1,5,2,4.0,999.0,0.0,0,93.2,-42.0
48.0,1,2,1,0,1,1,1,8,0,1.0,999.0,0.0,0,93.075,-47.1
42.0,2,2,1,0,1,0,1,0,3,1.0,999.0,0.0,1,92.893,-46.2
41.0,3,0,2,0,1,0,1,0,4,1.0,999.0,0.0,0,92.893,-46.2
59.0,2,0,5,1,1,0,1,2,4,2.0,999.0,0.0,0,93.918,-42.7
38.0,3,0,0,0,0,0,0,0,4,1.0,999.0,0.0,0,93.994,-36.4
43.0,4,0,5,0,1,0,0,0,1,2.0,999.0,0.0,0,93.994,-36.4
25.0,1,1,5,0,1,1,0,0,3,3.0,999.0,0.0,0,93.994,-36.4
33.0,4,1,6,0,0,0,1,8,3,1.0,999.0,0.0,0,93.075,-47.1
43.0,2,0,6,0,0,0,1,2,1,1.0,999.0,0.0,0,93.918,-42.7
34.0,3,0,3,0,0,0,0,1,1,1.0,999.0,0.0,0,94.055,-39.8
44.0,3,0,3,0,0,0,0,2,0,3.0,999.0,0.0,0,93.918,-42.7
28.0,2,1,6,0,1,0,0,1,2,5.0,999.0,0.0,0,94.465,-41.8
50.0,5,2,0,1,1,0,1,2,3,1.0,999.0,0.0,0,93.918,-42.7
35.0,4,1,6,0,1,0,1,3,0,1.0,999.0,0.0,0,93.444,-36.1
40.0,3,0,3,0,0,1,0,1,1,2.0,999.0,0.0,0,94.465,-41.8
43.0,2,2,6,0,1,0,1,8,4,3.0,999.0,0.0,0,93.075,-47.1
27.0,2,0,4,0,0,0,1,0,3,1.0,999.0,0.0,0,92.893,-46.2
45.0,1,0,3,0,1,1,0,0,3,1.0,999.0,0.0,0,93.994,-36.4
38.0,8,0,3,0,1,0,0,0,4,5.0,999.0,0.0,0,93.994,-36.4
57.0,3,0,5,0,0,0,1,2,1,4.0,999.0,0.0,0,93.918,-42.7
34.0,2,1,1,0,0,0,0,0,3,1.0,999.0,0.0,0,93.994,-36.4
44.0,4,0,4,0,0,0,1,0,0,3.0,999.0,0.0,0,92.893,-46.2
21.0,11,1,1,1,0,0,1,0,4,3.0,999.0,0.0,0,92.893,-46.2
49.0,2,2,1,0,0,0,1,0,0,3.0,999.0,0.0,1,92.893,-46.2
41.0,4,1,1,0,1,0,1,3,2,3.0,999.0,0.0,0,93.444,-36.1
33.0,4,0,4,0,1,0,0,0,2,1.0,999.0,0.0,0,93.994,-36.4
35.0,4,2,4,0,0,0,1,0,1,1.0,999.0,0.0,1,92.893,-46.2
43.0,3,0,1,0,0,0,1,8,4,1.0,999.0,0.0,1,93.075,-47.1
69.5,5,0,0,0,0,0,1,3,2,2.0,999.0,0.0,0,92.201,-31.4
32.0,1,0,4,1,1,0,1,3,3,6.0,999.0,0.0,0,93.444,-36.1
54.0,4,0,6,1,0,0,1,0,4,5.0,999.0,0.0,0,92.893,-46.2
33.0,2,1,6,0,1,0,1,3,2,6.0,999.0,0.0,0,93.444,-36.1
59.0,5,0,0,0,0,1,0,2,3,3.0,999.0,0.0,0,93.918,-42.7
37.0,4,0,4,0,0,1,0,0,3,1.0,999.0,0.0,0,93.994,-36.4
42.0,10,0,6,0,0,0,0,0,0,1.0,999.0,0.0,0,93.994,-36.4
28.0,11,1,6,1,1,0,0,0,0,1.0,999.0,0.0,0,93.994,-36.4
24.0,1,1,3,0,1,1,1,0,4,4.0,999.0,0.0,1,92.893,-46.2
34.0,0,0,6,0,0,0,1,2,1,1.0,999.0,0.0,0,93.918,-42.7
37.0,1,2,1,1,1,1,1,8,0,1.0,999.0,0.0,1,93.075,-47.1
33.0,4,0,6,1,1,0,0,1,1,1.0,999.0,0.0,0,94.465,-41.8
33.0,2,0,6,0,0,0,1,5,3,3.0,999.0,0.0,0,93.2,-42.0
44.0,6,0,6,0,1,0,1,3,0,2.0,999.0,0.0,0,93.444,-36.1
50.0,6,0,6,0,1,0,1,4,3,2.0,999.0,0.0,2,92.431,-26.95
44.0,3,0,5,1,1,0,1,2,1,4.0,999.0,0.0,0,93.918,-42.7
52.0,2,0,1,0,0,0,1,3,2,6.0,999.0,0.0,0,93.444,-36.1
42.0,2,2,6,0,0,0,0,0,1,1.0,999.0,0.0,0,93.994,-36.4
48.0,3,0,3,1,1,0,1,2,3,1.0,999.0,0.0,0,93.918,-42.7
33.0,7,0,3,0,0,0,0,1,2,1.0,999.0,0.0,0,94.465,-41.8
36.0,2,2,6,0,1,0,1,2,2,1.0,999.0,0.0,0,93.918,-42.7
37.0,7,0,4,0,0,0,0,0,4,6.0,999.0,0.0,0,93.994,-36.4
26.0,4,1,4,0,1,0,1,9,4,1.0,999.0,0.0,2,94.199,-37.5
51.0,4,2,4,0,0,0,1,2,4,1.0,999.0,0.0,0,93.918,-42.7
49.0,3,0,5,0,0,0,0,0,0,1.0,999.0,0.0,0,93.994,-36.4
37.0,4,1,6,0,1,0,0,0,1,1.0,999.0,0.0,0,93.994,-36.4
45.0,2,0,1,0,0,1,0,0,4,1.0,999.0,0.0,0,93.994,-36.4
48.0,2,0,3,0,0,0,1,0,4,3.0,999.0,0.0,0,92.893,-46.2
42.0,8,0,1,1,1,0,1,5,3,3.0,999.0,0.0,0,93.2,-42.0
42.0,9,1,6,1,1,0,1,2,0,3.0,999.0,0.0,0,93.918,-42.7
49.0,1,0,1,1,1,0,0,0,2,2.0,999.0,0.0,0,93.994,-36.4
36.0,2,0,6,0,0,0,0,0,1,1.0,999.0,0.0,0,93.994,-36.4
44.0,1,0,1,0,0,0,1,0,4,1.0,999.0,0.0,1,92.893,-46.2
39.0,4,0,1,0,1,0,1,2,3,4.0,999.0,0.0,0,93.918,-42.7
56.0,8,0,3,0,1,0,1,3,3,5.0,999.0,0.0,0,93.444,-36.1
36.0,4,1,4,0,0,0,1,0,2,1.0,999.0,0.0,0,92.893,-46.2
36.0,1,0,1,1,0,0,0,0,0,1.0,999.0,0.0,0,93.994,-36.4
52.0,0,0,0,1,0,0,1,3,0,2.0,999.0,0.0,0,93.444,-36.1
64.0,6,2,6,0,0,1,1,6,3,1.0,999.0,0.0,1,92.713,-33.0
38.0,2,0,6,0,0,1,0,1,1,2.0,999.0,0.0,0,94.465,-41.8
38.0,4,0,4,0,1,1,0,0,4,4.0,999.0,0.0,0,93.994,-36.4
58.0,0,0,0,0,1,0,1,2,2,3.0,999.0,0.0,0,93.918,-42.7
42.0,4,1,6,0,0,1,1,0,0,5.0,999.0,0.0,0,92.893,-46.2
54.0,0,2,6,0,1,1,1,5,3,1.0,999.0,0.0,0,93.2,-42.0
44.0,2,1,1,0,1,0,0,0,3,4.0,999.0,0.0,0,93.994,-36.4
58.0,5,0,0,0,1,0,1,3,4,3.0,999.0,0.0,0,93.444,-36.1
38.0,1,1,3,0,1,0,1,2,0,4.0,999.0,0.0,0,93.918,-42.7
32.0,2,1,6,0,0,0,0,0,4,6.0,999.0,0.0,0,93.994,-36.4
32.0,8,1,6,0,1,0,1,1,0,1.0,999.0,0.0,0,92.963,-40.8
38.0,7,0,0,1,0,0,0,1,3,1.0,999.0,0.0,0,94.465,-41.8
59.0,3,0,3,1,0,0,1,3,4,1.0,999.0,0.0,0,93.444,-36.1
32.0,2,1,6,0,0,0,1,2,3,6.0,999.0,0.0,0,93.918,-42.7
56.0,4,2,4,0,1,0,0,2,4,4.0,999.0,0.0,0,93.918,-42.7
32.0,10,0,6,0,2,2,1,0,4,1.0,999.0,0.0,0,92.893,-46.2
32.0,2,1,6,0,0,0,1,3,2,5.0,999.0,0.0,0,93.444,-36.1
45.0,1,0,2,0,0,0,1,0,1,1.0,999.0,0.0,0,92.893,-46.2
41.0,4,0,4,0,1,1,1,3,4,1.0,999.0,0.0,0,93.444,-36.1
37.0,1,1,1,0,0,0,0,0,2,1.0,999.0,0.0,0,93.994,-36.4
50.0,3,0,0,1,0,0,0,1,3,1.0,999.0,0.0,0,94.465,-41.8
50.0,1,0,4,1,0,1,0,0,1,3.0,999.0,0.0,0,93.994,-36.4
68.0,5,2,1,0,1,1,1,4,0,1.0,999.0,0.0,2,94.601,-49.5
33.0,4,0,4,1,1,0,1,3,0,3.0,999.0,0.0,0,93.444,-36.1
31.0,4,0,6,0,0,0,0,5,0,4.0,999.0,0.0,0,92.649,-30.1
40.0,6,0,6,0,0,0,1,5,4,5.0,999.0,0.0,1,93.2,-42.0
45.0,4,2,4,1,2,2,1,3,2,3.0,999.0,0.0,0,93.444,-36.1
51.0,2,0,6,0,0,0,1,2,3,4.0,999.0,0.0,1,94.215,-40.3
31.0,4,0,4,0,0,0,1,3,4,2.0,999.0,0.0,0,93.444,-36.1
58.0,8,0,6,0,0,0,1,5,0,2.0,999.0,0.0,1,93.2,-42.0
45.0,6,0,6,0,1,0,1,8,4,1.0,999.0,0.0,0,93.075,-47.1
35.0,4,0,4,0,0,1,0,0,3,2.0,999.0,0.0,0,93.994,-36.4
49.0,3,0,0,0,0,0,0,1,1,5.0,999.0,0.0,0,94.465,-41.8
41.0,3,0,3,1,1,0,0,1,3,1.0,999.0,0.0,0,94.465,-41.8
48.0,3,0,0,1,0,0,1,0,2,1.0,999.0,0.0,1,92.893,-46.2
43.0,4,0,3,1,1,0,0,1,3,1.0,999.0,0.0,0,94.465,-41.8
47.0,3,0,3,1,1,0,0,1,1,1.0,999.0,0.0,0,94.465,-41.8
38.0,4,1,1,0,1,0,1,7,4,2.0,999.0,0.0,0,93.369,-34.8
38.0,6,0,1,1,0,0,0,0,3,2.0,999.0,0.0,0,93.994,-36.4
53.0,4,0,4,0,1,1,1,7,0,1.0,999.0,0.0,1,93.369,-34.8
45.0,2,0,1,0,1,0,0,0,2,3.0,999.0,0.0,0,93.994,-36.4
33.0,2,1,1,0,0,0,0,1,2,2.0,999.0,0.0,0,94.465,-41.8
52.0,2,0,6,0,1,0,1,3,1,1.0,999.0,0.0,0,93.444,-36.1
52.0,5,0,6,0,0,0,1,5,4,1.0,999.0,0.0,0,93.2,-42.0
31.0,0,0,3,0,1,0,1,2,2,1.0,999.0,0.0,0,93.918,-42.7
50.0,10,0,6,1,1,0,1,5,0,2.0,999.0,0.0,0,93.2,-42.0
25.0,2,1,1,0,0,0,1,2,2,2.0,999.0,0.0,0,93.918,-42.7
44.0,3,0,3,1,1,0,0,0,0,4.0,999.0,0.0,0,93.994,-36.4
45.0,4,2,4,0,1,0,0,0,3,6.0,999.0,0.0,0,93.994,-36.4
43.0,2,1,1,0,0,0,0,1,3,1.0,999.0,0.0,0,94.465,-41.8
58.0,6,2,6,0,0,0,1,5,2,1.0,999.0,0.0,2,93.2,-42.0
39.0,6,0,6,1,1,0,1,2,0,3.0,999.0,0.0,0,93.918,-42.7
52.0,0,0,0,0,0,0,1,2,2,1.0,999.0,0.0,0,93.918,-42.7
35.0,4,0,4,0,1,0,0,0,4,1.0,999.0,0.0,0,93.994,-36.4
30.0,4,0,6,0,0,1,1,5,3,1.0,999.0,0.0,1,93.2,-42.0
44.0,3,0,3,0,1,0,1,5,1,1.0,999.0,0.0,0,93.2,-42.0
40.0,1,0,2,1,0,1,0,1,1,3.0,999.0,0.0,0,94.465,-41.8
39.0,4,1,4,0,0,0,1,0,2,3.0,999.0,0.0,0,92.893,-46.2
30.0,4,0,4,0,1,0,0,2,3,2.0,999.0,0.0,0,93.918,-42.7
40.0,8,0,1,1,1,0,0,2,0,2.0,999.0,0.0,0,93.918,-42.7
29.0,6,0,3,0,1,0,1,5,2,2.0,999.0,0.0,0,93.2,-42.0
31.0,4,1,6,0,1,1,1,3,2,2.0,999.0,0.0,0,93.444,-36.1
25.0,2,1,6,0,0,1,1,3,3,1.0,999.0,0.0,0,92.201,-31.4
45.0,3,0,5,1,1,0,1,0,1,1.0,999.0,0.0,0,92.893,-46.2
41.0,3,0,2,0,1,0,1,0,2,2.0,999.0,0.0,1,92.893,-46.2
45.0,4,2,6,1,0,0,1,3,0,3.0,999.0,0.0,0,93.444,-36.1
35.0,2,2,6,0,0,1,0,0,1,3.0,999.0,0.0,0,93.994,-36.4
50.0,4,2,4,0,0,0,1,2,4,2.0,999.0,0.0,0,93.918,-42.7
34.0,4,2,3,0,1,0,1,8,4,1.0,999.0,0.0,0,93.075,-47.1
48.0,3,0,0,1,1,0,1,3,3,1.0,999.0,0.0,0,93.444,-36.1
60.0,2,0,5,0,1,0,1,4,2,1.0,999.0,0.0,1,92.431,-26.95
34.0,2,0,2,0,1,0,1,8,0,1.0,999.0,0.0,0,93.075,-47.1
45.0,1,0,3,0,0,1,0,0,0,1.0,999.0,0.0,0,93.994,-36.4
25.0,0,0,3,0,1,0,0,0,4,2.0,999.0,0.0,0,93.994,-36.4
32.0,4,1,6,0,1,0,1,5,2,1.0,999.0,0.0,0,93.2,-42.0
53.0,2,1,2,0,1,0,0,0,1,1.0,999.0,0.0,0,93.994,-36.4
33.0,10,0,3,1,1,1,0,5,0,1.0,999.0,0.0,0,93.2,-42.0
38.0,3,1,3,1,1,0,0,0,4,1.0,999.0,0.0,0,93.994,-36.4
54.0,0,2,0,0,2,2,1,2,1,2.0,999.0,0.0,0,93.918,-42.7
38.0,1,1,1,0,0,0,1,9,4,2.0,999.0,0.0,0,94.199,-37.5
28.0,3,0,2,0,0,0,0,2,1,1.0,999.0,0.0,0,93.918,-42.7
23.0,3,1,3,0,0,0,1,2,1,1.0,999.0,0.0,0,93.918,-42.7
38.0,3,1,1,0,0,0,1,3,1,2.0,999.0,0.0,0,93.444,-36.1
43.0,6,0,0,0,1,0,0,1,0,2.0,999.0,0.0,0,94.465,-41.8
69.5,5,2,0,0,1,0,1,5,0,2.0,999.0,0.0,1,92.649,-30.1
60.0,2,2,1,1,1,0,1,0,4,1.0,999.0,0.0,1,92.893,-46.2
33.0,2,0,6,0,1,0,0,0,2,1.0,999.0,0.0,0,93.994,-36.4
31.0,3,0,3,1,1,1,1,0,2,2.0,999.0,0.0,1,92.893,-46.2
66.0,5,1,0,0,1,0,1,5,1,3.0,999.0,0.0,0,92.649,-30.1
51.0,1,0,3,0,0,0,1,5,1,1.0,999.0,0.0,1,93.2,-42.0
45.0,2,1,1,0,1,0,1,0,1,3.0,999.0,0.0,0,92.893,-46.2
38.0,4,0,4,0,1,0,1,7,4,3.0,999.0,0.0,0,92.843,-50.0
31.0,4,0,6,0,0,0,1,3,4,3.0,999.0,0.0,0,93.444,-36.1
45.0,2,0,6,0,0,0,1,0,1,2.0,999.0,0.0,0,92.893,-46.2
30.0,8,0,3,0,0,0,0,0,1,3.0,999.0,0.0,0,93.994,-36.4
26.0,7,1,1,0,1,0,1,4,4,3.0,999.0,0.0,2,94.601,-49.5
37.0,2,2,6,0,1,0,0,1,0,3.0,999.0,0.0,0,94.465,-41.8
36.0,2,2,1,0,1,0,1,5,2,1.0,999.0,0.0,0,93.2,-42.0
28.0,3,0,2,1,1,0,0,1,0,5.0,999.0,0.0,0,94.465,-41.8
49.0,1,0,1,0,1,0,0,0,4,2.0,999.0,0.0,0,93.994,-36.4
48.0,2,0,1,0,1,0,0,5,1,1.0,999.0,0.0,0,93.2,-42.0
33.0,8,2,6,0,0,0,1,0,3,1.0,999.0,0.0,0,92.893,-46.2
36.0,10,1,6,0,0,0,1,5,2,2.0,999.0,0.0,0,93.2,-42.0
37.0,4,0,6,0,1,0,1,3,2,3.0,999.0,0.0,0,93.444,-36.1
53.0,2,1,6,0,0,1,1,8,3,2.0,999.0,0.0,0,93.075,-47.1
42.0,10,0,6,1,0,0,1,8,4,4.0,999.0,0.0,0,93.075,-47.1
31.0,0,0,6,0,1,1,1,3,3,4.0,999.0,0.0,0,93.444,-36.1
30.0,4,0,4,0,0,0,0,3,2,6.0,999.0,0.0,0,93.444,-36.1
38.0,6,0,5,0,0,0,0,0,0,1.0,999.0,0.0,0,93.994,-36.4
37.0,2,1,6,0,0,0,1,0,4,2.0,999.0,0.0,1,92.893,-46.2
34.0,3,0,3,0,0,1,0,0,0,3.0,999.0,0.0,0,93.994,-36.4
36.0,4,0,4,0,0,1,0,0,1,1.0,999.0,0.0,0,93.994,-36.4
50.0,10,2,6,0,1,0,1,2,3,1.0,999.0,0.0,2,94.215,-40.3
58.0,8,2,4,0,1,0,0,1,3,1.0,999.0,0.0,0,94.465,-41.8
46.0,4,0,4,0,1,0,0,0,1,1.0,999.0,0.0,1,92.893,-46.2
42.0,2,0,6,0,0,0,0,0,3,1.0,999.0,0.0,0,93.994,-36.4
37.0,4,0,4,0,0,0,0,0,1,6.0,999.0,0.0,0,93.994,-36.4
26.0,3,1,3,0,0,0,0,0,4,4.0,999.0,0.0,0,93.994,-36.4
25.0,1,2,1,0,0,0,0,0,3,4.0,999.0,0.0,0,93.994,-36.4
29.0,10,0,6,0,0,0,1,5,3,5.0,999.0,0.0,0,93.2,-42.0
25.0,8,1,6,0,1,0,1,9,0,1.0,999.0,0.0,0,92.379,-29.8
35.0,3,0,5,0,0,0,0,1,3,1.0,999.0,0.0,0,94.465,-41.8
59.0,5,0,3,0,1,0,1,3,0,4.0,999.0,0.0,0,93.444,-36.1
41.0,3,1,0,1,1,0,1,0,2,1.0,999.0,0.0,1,92.893,-46.2
33.0,2,0,6,0,1,0,1,0,4,2.0,999.0,0.0,0,92.893,-46.2
29.0,4,1,1,0,0,0,1,3,0,6.0,999.0,0.0,0,93.444,-36.1
34.0,1,0,1,0,1,0,1,0,0,1.0,999.0,0.0,0,92.893,-46.2
48.0,2,2,1,1,1,1,1,0,0,1.0,999.0,0.0,0,92.893,-46.2
38.0,1,0,1,0,0,0,1,8,1,2.0,999.0,0.0,0,93.075,-47.1
44.0,1,0,1,0,1,1,1,0,0,1.0,999.0,0.0,1,92.893,-46.2
39.0,2,1,4,0,1,0,1,0,0,1.0,999.0,0.0,1,92.893,-46.2
39.0,6,2,6,0,1,0,1,2,1,1.0,999.0,0.0,0,93.918,-42.7
46.0,7,2,4,1,1,0,1,2,0,6.0,999.0,0.0,0,93.918,-42.7
36.0,6,2,6,0,1,0,1,2,1,1.0,999.0,0.0,0,93.918,-42.7
44.0,2,0,6,0,0,0,1,8,3,1.0,999.0,0.0,0,93.075,-47.1
54.0,4,0,5,0,1,0,1,5,3,1.0,999.0,0.0,1,94.767,-50.8
